   290000293   153.070
   2001914   -67.317    90.557     3.799    90.136
   2001921     3.730    27.351    68.530    26.566
   2001922   -50.942   -36.168    15.039   -36.470
   2001913   -97.630   -84.977   -30.634   -84.476
    287059    12.209   -68.913    79.074   -69.442
    287078   -15.362   -65.265    51.402   -65.651
    287079   -23.689   -64.673    42.953   -64.995
